    0.13429E-01    0.24678E+05
    0.13700E-01    0.24767E+05
    0.13977E-01    0.24848E+05
    0.14259E-01    0.24920E+05
    0.14547E-01    0.24984E+05
    0.14841E-01    0.25039E+05
    0.15141E-01    0.25085E+05
    0.15447E-01    0.25122E+05
    0.15759E-01    0.25149E+05
    0.16077E-01    0.25166E+05
    0.16402E-01    0.25174E+05
    0.16734E-01    0.25170E+05
    0.17072E-01    0.25157E+05
    0.17416E-01    0.25132E+05
    0.17768E-01    0.25097E+05
    0.18127E-01    0.25050E+05
    0.18493E-01    0.24992E+05
    0.18867E-01    0.24923E+05
    0.19248E-01    0.24842E+05
    0.19637E-01    0.24749E+05
    0.20034E-01    0.24644E+05
    0.20438E-01    0.24528E+05
    0.20851E-01    0.24399E+05
    0.21272E-01    0.24259E+05
    0.21702E-01    0.24107E+05
    0.22141E-01    0.23942E+05
    0.22588E-01    0.23766E+05
    0.23044E-01    0.23579E+05
    0.23510E-01    0.23380E+05
    0.23985E-01    0.23169E+05
    0.24469E-01    0.22947E+05
    0.24964E-01    0.22715E+05
    0.25468E-01    0.22472E+05
    0.25982E-01    0.22218E+05
    0.26507E-01    0.21955E+05
    0.27043E-01    0.21683E+05
    0.27589E-01    0.21402E+05
    0.28146E-01    0.21112E+05
    0.28715E-01    0.20814E+05
    0.29295E-01    0.20508E+05
    0.29887E-01    0.20198E+05
    0.30490E-01    0.19885E+05
    0.31106E-01    0.19567E+05
    0.31735E-01    0.19233E+05
    0.32376E-01    0.18886E+05
    0.33030E-01    0.18559E+05
    0.33697E-01    0.18285E+05
    0.34378E-01    0.18043E+05
    0.35072E-01    0.17779E+05
    0.35781E-01    0.17463E+05
    0.36504E-01    0.17122E+05
    0.37241E-01    0.16787E+05
    0.37993E-01    0.16465E+05
    0.38761E-01    0.16148E+05
    0.39544E-01    0.15830E+05
    0.40343E-01    0.15520E+05
    0.41158E-01    0.15228E+05
    0.41989E-01    0.14941E+05
    0.42838E-01    0.14636E+05
    0.43703E-01    0.14307E+05
    0.44586E-01    0.13984E+05
    0.45486E-01    0.13701E+05
    0.46405E-01    0.13456E+05
    0.47343E-01    0.13230E+05
    0.48299E-01    0.13008E+05
    0.49275E-01    0.12788E+05
    0.50270E-01    0.12575E+05
    0.51286E-01    0.12373E+05
    0.52322E-01    0.12195E+05
    0.53379E-01    0.12043E+05
    0.54457E-01    0.11899E+05
    0.55557E-01    0.11746E+05
    0.56680E-01    0.11583E+05
    0.57825E-01    0.11425E+05
    0.58993E-01    0.11277E+05
    0.60184E-01    0.11132E+05
    0.61400E-01    0.10979E+05
    0.62641E-01    0.10819E+05
    0.63906E-01    0.10656E+05
    0.65197E-01    0.10496E+05
    0.66514E-01    0.10339E+05
    0.67858E-01    0.10180E+05
    0.69229E-01    0.10013E+05
    0.70627E-01    0.98359E+04
    0.72054E-01    0.96505E+04
    0.73510E-01    0.94607E+04
    0.74994E-01    0.92661E+04
    0.76509E-01    0.90612E+04
    0.78055E-01    0.88408E+04
    0.79632E-01    0.86053E+04
    0.81241E-01    0.83597E+04
    0.82882E-01    0.81082E+04
    0.84556E-01    0.78532E+04
    0.86264E-01    0.75962E+04
    0.88007E-01    0.73393E+04
    0.89785E-01    0.70859E+04
    0.91598E-01    0.68386E+04
    0.93449E-01    0.66002E+04
    0.95337E-01    0.63729E+04
    0.97263E-01    0.61586E+04
    0.99227E-01    0.59591E+04
    0.10123E+00    0.57752E+04
    0.10328E+00    0.56078E+04
    0.10536E+00    0.54569E+04
    0.10749E+00    0.53220E+04
    0.10966E+00    0.52024E+04
    0.11188E+00    0.50966E+04
    0.11414E+00    0.50029E+04
    0.11644E+00    0.49189E+04
    0.11880E+00    0.48421E+04
    0.12120E+00    0.47695E+04
    0.12365E+00    0.46976E+04
    0.12614E+00    0.46234E+04
    0.12869E+00    0.45436E+04
    0.13129E+00    0.44558E+04
    0.13394E+00    0.43582E+04
    0.13665E+00    0.42501E+04
    0.13941E+00    0.41317E+04
    0.14223E+00    0.40041E+04
    0.14510E+00    0.38695E+04
    0.14803E+00    0.37308E+04
    0.15102E+00    0.35916E+04
    0.15407E+00    0.34559E+04
    0.15718E+00    0.33275E+04
    0.16036E+00    0.32097E+04
    0.16360E+00    0.31047E+04
    0.16690E+00    0.30133E+04
    0.17028E+00    0.29350E+04
    0.17371E+00    0.28684E+04
    0.17722E+00    0.28115E+04
    0.18080E+00    0.27616E+04
    0.18446E+00    0.27157E+04
    0.18818E+00    0.26702E+04
    0.19198E+00    0.26217E+04
    0.19586E+00    0.25674E+04
    0.19982E+00    0.25059E+04
    0.20386E+00    0.24375E+04
    0.20797E+00    0.23634E+04
    0.21218E+00    0.22862E+04
    0.21646E+00    0.22087E+04
    0.22083E+00    0.21348E+04
    0.22530E+00    0.20672E+04
    0.22985E+00    0.20072E+04
    0.23449E+00    0.19557E+04
    0.23923E+00    0.19117E+04
    0.24406E+00    0.18728E+04
    0.24899E+00    0.18371E+04
    0.25402E+00    0.18021E+04
    0.25915E+00    0.17654E+04
    0.26439E+00    0.17248E+04
    0.26973E+00    0.16809E+04
    0.27518E+00    0.16350E+04
    0.28074E+00    0.15886E+04
    0.28641E+00    0.15435E+04
    0.29219E+00    0.15018E+04
